"ENSEMBL_ID","N61311_Untreated","N61311_Dexamethasone","N052611_Untreated","N052611_Dexamethasone","N080611_Untreated","N080611_Dexamethasone","N061011_Untreated","N061011_Dexamethasone"
"ENSG00000167524",27,29,40,25,40,50,18,31
"ENSG00000007202",4942,3936,6172,3309,5979,7920,4434,4590
"ENSG00000264044",0,2,6,0,2,1,1,0
"ENSG00000132581",752,812,827,530,839,1169,608,734
"ENSG00000240494",0,0,0,0,0,0,0,0
"ENSG00000109111",3798,3421,4683,2563,5032,6196,3370,3597
"ENSG00000265205",12,2,11,4,3,10,8,4
"ENSG00000167525",43,42,72,29,39,42,30,42
"ENSG00000109113",2211,1994,2598,1418,2611,3214,2140,2007
"ENSG00000198242",7502,6616,7808,3716,7909,8378,5080,4722
"ENSG00000238423",0,0,0,0,0,1,0,0
"ENSG00000264577",13,6,11,5,16,19,10,11
"ENSG00000238578",0,0,0,0,0,0,0,0
"ENSG00000238649",0,0,0,0,0,0,0,0
"ENSG00000238597",0,0,0,0,0,0,0,0
"ENSG00000160606",50,39,63,24,42,60,50,37
"ENSG00000160602",106,82,128,73,92,120,87,84
"ENSG00000267729",1,0,0,1,0,0,0,1
"ENSG00000265073",0,0,0,0,0,0,0,0
"ENSG00000076604",383,285,349,120,393,305,263,191
"ENSG00000265474",6,0,3,4,4,1,3,1
"ENSG00000265840",0,0,0,0,0,0,0,0
"ENSG00000173065",313,395,349,265,404,553,237,347
"ENSG00000243053",0,0,0,0,0,1,0,0
"ENSG00000238516",0,0,0,0,0,0,0,0
"ENSG00000264138",0,0,0,0,0,0,0,0
"ENSG00000132591",478,501,544,351,580,761,420,461
"ENSG00000264066",1,0,0,0,0,0,1,0
"ENSG00000284565",0,0,0,0,0,0,0,0
"ENSG00000283364",0,0,0,0,0,0,0,0
"ENSG00000283819",0,0,0,0,0,0,0,0
"ENSG00000284085",0,0,0,0,0,0,0,0
"ENSG00000132589",1640,1749,2006,1591,2087,3786,1473,2178
"ENSG00000264304",4,3,4,2,3,6,5,4
"ENSG00000266642",0,1,1,0,1,1,1,0
"ENSG00000167536",32,32,21,11,21,45,22,23
"ENSG00000109118",899,731,924,501,988,1045,737,700
"ENSG00000265845",4,1,1,0,1,3,1,0
"ENSG00000265908",0,2,1,2,0,0,0,2
"ENSG00000179761",10,3,28,12,12,24,10,13
"ENSG00000063015",0,2,2,1,3,3,3,0
"ENSG00000263613",0,0,0,0,0,0,0,0
"ENSG00000238007",0,0,0,0,0,0,0,0
"ENSG00000263781",1,0,0,0,1,1,0,1
"ENSG00000196535",2109,1298,2435,1003,1779,1937,1889,1558
"ENSG00000221995",47,32,56,15,53,61,40,27
"ENSG00000263709",0,0,0,0,1,0,3,0
"ENSG00000264050",0,0,0,0,0,0,0,0
"ENSG00000178082",396,329,438,214,462,645,318,351
"ENSG00000108255",0,0,1,0,2,1,1,1
"ENSG00000108256",2201,2376,2384,1860,2589,3869,1919,2724
"ENSG00000239256",0,0,0,0,0,0,0,0
"ENSG00000266111",4,0,3,0,1,5,0,2
"ENSG00000264808",1,0,1,0,1,4,0,0
"ENSG00000222363",0,0,0,0,0,0,0,0
"ENSG00000160551",3758,3342,4038,2498,4672,6548,3546,4293
"ENSG00000284162",0,0,0,0,0,0,0,0
"ENSG00000253064",0,0,0,0,0,0,0,0
"ENSG00000202205",0,0,0,0,0,0,0,0
"ENSG00000168792",293,390,374,352,295,494,290,486
"ENSG00000264031",0,0,0,0,0,0,0,0
"ENSG00000167543",466,610,467,332,455,714,445,707
"ENSG00000264290",4,7,9,5,9,8,2,5
"ENSG00000108262",990,1390,912,881,1268,1636,915,1593
"ENSG00000198720",312,353,253,172,348,274,259,291
"ENSG00000264647",0,1,0,0,0,0,0,0
"ENSG00000167549",690,4066,793,2188,720,2127,589,3830
"ENSG00000264007",2,18,6,6,6,12,3,16
"ENSG00000141298",1077,2745,1563,2142,1906,3238,930,2912
"ENSG00000263370",1,5,2,3,2,4,1,1
"ENSG00000222858",0,0,1,4,0,1,1,2
"ENSG00000265625",2,9,7,1,3,5,3,7
"ENSG00000240531",0,1,0,0,1,0,0,0
"ENSG00000263657",2,0,0,0,1,0,1,0
"ENSG00000265713",1,3,0,1,0,1,0,0
"ENSG00000252657",0,0,0,0,1,0,0,0
"ENSG00000240074",0,0,0,0,0,1,0,0
"ENSG00000263477",0,0,0,0,0,0,0,0
"ENSG00000239129",0,0,0,0,0,0,0,0
"ENSG00000176927",10,27,32,22,22,25,11,36
"ENSG00000264435",0,0,0,0,0,0,0,0
"ENSG00000207011",0,0,0,0,0,0,0,0
"ENSG00000267482",0,0,0,0,0,0,0,0
"ENSG00000265289",0,0,0,0,0,0,1,1
"ENSG00000266876",1,1,5,0,4,1,2,3
"ENSG00000265394",0,1,0,0,0,1,0,1
"ENSG00000126653",562,618,838,503,971,1019,681,693
"ENSG00000266919",0,0,0,0,0,0,0,0
"ENSG00000283935",0,0,0,0,0,0,0,0
"ENSG00000284399",0,0,0,0,0,0,0,0
"ENSG00000265739",1,0,1,0,0,0,0,0
"ENSG00000266987",0,0,0,0,1,1,1,0
"ENSG00000108576",1,0,5,0,3,4,3,3
"ENSG00000264125",0,0,0,0,0,0,0,2
"ENSG00000266120",0,0,0,0,0,0,0,0
"ENSG00000252112",0,0,0,0,0,0,0,0
"ENSG00000108578",402,374,461,264,499,423,420,358
"ENSG00000222679",0,1,0,0,0,0,0,0
"ENSG00000182271",0,0,0,0,0,0,0,0
"ENSG00000207132",0,0,0,0,0,0,0,0
"ENSG00000201255",0,0,0,0,0,0,0,0
"ENSG00000108582",4532,4578,8272,7638,6636,13741,7068,10091
"ENSG00000108587",660,575,808,438,971,1013,643,640
"ENSG00000264958",1,0,0,0,0,1,0,0
"ENSG00000263860",0,0,0,0,0,0,0,0
"ENSG00000279431",0,0,0,0,0,0,0,0
"ENSG00000266733",0,1,1,0,0,0,0,0
"ENSG00000266775",0,0,0,0,0,0,0,0
"ENSG00000259928",0,0,0,0,0,0,0,0
"ENSG00000231870",0,0,0,0,0,0,0,0
"ENSG00000231421",0,0,0,0,0,0,0,0
"ENSG00000214719",15,21,33,9,31,33,20,22
"ENSG00000248121",14,9,13,4,11,10,9,9
"ENSG00000273609",0,0,2,1,0,0,0,0
"ENSG00000264943",1,5,2,3,2,3,6,4
"ENSG00000250462",199,176,210,129,205,221,153,186
"ENSG00000241631",0,0,0,0,0,0,1,0
"ENSG00000264538",172,187,218,134,244,266,167,175
"ENSG00000279337",0,1,2,1,0,0,0,0
"ENSG00000265443",0,1,3,1,0,9,2,2
"ENSG00000263603",2,2,4,1,5,4,3,3
"ENSG00000280069",6,3,13,3,11,13,3,4
"ENSG00000176390",143,208,180,211,209,356,176,295
"ENSG00000265791",3,7,4,4,4,4,3,2
"ENSG00000266490",8,8,18,14,7,12,6,13
"ENSG00000276250",1,0,2,1,3,3,1,1
"ENSG00000242439",0,1,1,1,1,2,0,0
"ENSG00000176208",39,38,34,28,37,46,42,35
"ENSG00000265334",1,0,0,1,0,0,0,0
"ENSG00000212190",0,0,0,0,0,0,0,0
"ENSG00000263531",1,2,3,2,1,1,1,0
"ENSG00000172171",90,83,100,55,86,126,78,76
"ENSG00000275185",0,0,0,0,0,0,0,0
"ENSG00000184060",13,8,31,14,19,24,30,11
"ENSG00000230113",0,0,1,0,1,0,0,0
"ENSG00000266274",0,0,0,0,0,0,1,0
"ENSG00000265743",1,0,0,1,0,0,0,0
"ENSG00000181481",330,386,341,322,388,557,350,481
"ENSG00000264456",5,3,5,2,5,11,5,5
"ENSG00000264743",1,2,1,0,1,2,0,1
"ENSG00000266340",0,1,0,0,3,1,1,0
"ENSG00000264148",7,4,4,0,4,2,4,2
"ENSG00000266865",61,28,75,31,82,56,60,40
"ENSG00000265798",7,8,10,2,2,4,3,3
"ENSG00000264107",8,7,8,3,9,8,10,11
"ENSG00000265444",0,0,0,0,0,0,1,0
"ENSG00000196712",2326,1853,2739,1479,3243,3808,2423,2396
"ENSG00000266371",0,0,1,0,0,0,0,0
"ENSG00000126861",455,177,599,107,700,155,319,107
"ENSG00000185862",12,14,14,8,53,31,13,5
"ENSG00000265118",0,1,0,0,1,0,0,0
"ENSG00000126860",38,18,58,10,40,17,55,13
"ENSG00000263535",177,127,224,88,203,403,155,120
"ENSG00000131242",52,10,68,11,53,13,42,8
"ENSG00000239595",0,0,0,0,0,0,0,0
"ENSG00000264862",1,0,0,0,1,0,0,0
"ENSG00000278977",0,0,0,0,0,0,0,0
"ENSG00000284424",0,0,0,0,0,0,0,0
"ENSG00000207614",0,0,1,0,0,1,2,0
"ENSG00000278546",1,1,3,1,0,2,1,4
"ENSG00000221038",0,0,0,0,0,0,1,0
"ENSG00000228768",1,1,0,0,0,1,0,0
"ENSG00000265976",0,0,0,0,0,0,0,0
"ENSG00000283978",0,0,1,0,0,0,0,0
"ENSG00000266877",2,1,5,2,1,5,6,0
"ENSG00000266448",0,0,0,0,0,0,0,0
"ENSG00000202026",0,0,0,0,0,0,0,0
"ENSG00000265863",0,0,0,0,0,0,0,0
"ENSG00000263567",1,0,28,0,7,0,2,0
"ENSG00000265046",0,0,0,0,0,0,1,0
"ENSG00000172301",824,535,1130,471,1209,1046,870,503
"ENSG00000108651",566,531,675,374,691,932,460,494
"ENSG00000263990",4,4,3,2,3,7,5,5
"ENSG00000178691",752,556,943,571,996,1064,707,674
"ENSG00000253058",0,0,0,0,0,0,0,0
"ENSG00000264300",0,0,0,0,0,0,0,0
"ENSG00000185158",166,131,203,136,211,227,172,175
"ENSG00000264497",0,0,0,0,1,0,0,0
"ENSG00000266777",15,12,14,14,27,33,13,18
"ENSG00000278867",45,34,44,33,46,51,47,54
"ENSG00000264164",0,0,0,0,2,0,0,0
"ENSG00000266379",1,0,1,0,0,2,0,0
"ENSG00000263369",3,0,2,0,0,1,0,0
"ENSG00000265574",11,3,1,0,4,2,1,0
"ENSG00000277511",8,17,8,10,4,15,12,12
"ENSG00000214708",2,0,2,1,3,2,4,1
"ENSG00000126858",543,486,584,361,646,735,466,410
"ENSG00000265293",0,2,0,1,0,0,0,0
"ENSG00000280033",1,0,1,1,2,0,1,2
"ENSG00000280020",1,2,1,1,5,1,4,1
"ENSG00000266282",3,1,0,1,1,1,0,0
"ENSG00000141314",14,7,6,1,2,4,13,4
"ENSG00000263674",0,0,0,0,0,0,0,0
"ENSG00000265794",0,0,0,0,0,0,0,0
"ENSG00000108666",190,155,227,141,191,220,176,169
"ENSG00000265139",0,0,0,0,0,0,0,0
"ENSG00000263749",0,0,0,0,0,0,0,0
"ENSG00000283774",0,0,0,0,0,0,0,0
"ENSG00000010244",2248,2138,2377,1449,2856,3636,1683,1899
"ENSG00000274341",2,2,3,5,0,1,4,2
"ENSG00000278668",1,1,2,2,3,3,2,1
"ENSG00000266385",0,1,1,0,1,1,0,4
"ENSG00000279762",2,1,1,0,3,0,4,1
"ENSG00000264083",0,2,1,0,0,0,1,0
"ENSG00000264373",0,0,0,0,0,0,0,0
"ENSG00000108671",1023,927,1149,783,1341,1411,842,894
"ENSG00000202100",0,0,0,0,0,0,0,0
"ENSG00000176749",24,9,29,8,21,23,14,10
"ENSG00000176658",8528,7753,10655,7499,9245,10110,7455,10828
"ENSG00000266718",2,7,7,4,5,5,3,5
"ENSG00000280245",1,0,1,0,0,1,0,1
"ENSG00000265222",1,0,2,0,0,2,1,0
"ENSG00000263717",0,0,0,0,0,1,0,0
"ENSG00000279781",1,0,0,2,0,3,0,0
"ENSG00000266599",0,1,0,0,1,0,0,0
"ENSG00000265337",0,0,0,0,0,1,0,0
"ENSG00000264458",0,0,0,0,0,0,0,0
"ENSG00000201178",0,0,0,0,0,0,0,0
"ENSG00000226377",1,1,0,2,0,2,3,0
"ENSG00000236377",0,1,1,0,0,1,0,0
"ENSG00000006042",2986,2392,3663,2077,3852,4572,2927,3010
"ENSG00000141316",0,2,0,0,0,1,1,0
"ENSG00000108684",15,1,16,0,11,4,10,6
"ENSG00000264598",0,0,0,0,0,0,0,0
"ENSG00000280349",0,0,0,0,0,0,0,0
"ENSG00000266535",0,0,0,0,1,0,0,0
"ENSG00000265544",0,0,0,0,0,0,0,0
"ENSG00000265697",0,0,0,0,0,0,0,0
"ENSG00000265125",0,0,0,0,0,0,0,0
"ENSG00000265115",0,0,0,0,0,0,0,0
"ENSG00000264643",0,0,0,0,0,0,0,0
"ENSG00000265689",0,0,0,0,0,0,0,0
"ENSG00000283381",0,0,0,0,0,0,0,0
"ENSG00000283417",0,0,0,0,0,0,0,0
"ENSG00000279668",0,0,0,0,0,0,0,0
"ENSG00000265356",0,0,0,0,0,0,0,0
"ENSG00000263435",0,0,0,0,0,0,0,0
"ENSG00000279674",0,0,0,0,0,0,0,0
"ENSG00000226049",182,178,200,132,214,267,159,175
"ENSG00000263485",0,0,0,0,0,0,0,0
"ENSG00000265775",0,0,0,0,0,0,0,0
"ENSG00000252370",0,0,0,0,0,0,0,0
"ENSG00000264791",0,0,0,0,0,0,0,0
"ENSG00000263571",0,0,0,0,1,0,0,0
"ENSG00000261156",2,0,0,0,1,1,1,0
"ENSG00000264990",0,0,0,0,0,0,0,0
"ENSG00000108691",462,274,1265,356,2308,3511,553,282
"ENSG00000108688",17,0,20,2,38,24,25,0
"ENSG00000172156",350,104,475,45,1588,2213,269,65
"ENSG00000108700",21,0,48,1,55,9,4,0
"ENSG00000265614",0,0,0,0,0,0,0,0
"ENSG00000181374",10,5,37,18,49,90,12,7
"ENSG00000108702",0,0,0,0,0,0,1,0
"ENSG00000225582",0,0,0,0,0,0,0,0
"ENSG00000197322",0,0,0,0,0,0,0,0
"ENSG00000181291",1,1,0,0,1,0,1,0
"ENSG00000278860",0,0,0,0,0,0,0,0
"ENSG00000264174",0,0,0,0,0,0,0,0
"ENSG00000264622",0,0,0,0,0,0,0,0
"ENSG00000132141",16,38,39,31,36,64,44,43
"ENSG00000285559",0,0,0,0,0,0,0,0
"ENSG00000198783",221,217,239,147,238,276,212,166
"ENSG00000005156",252,156,260,97,368,437,194,140
"ENSG00000092871",281,214,291,155,356,368,204,221
"ENSG00000267618",1,0,0,0,0,0,2,0
"ENSG00000273687",1,0,1,0,0,2,2,0
"ENSG00000267457",0,1,0,1,2,1,3,1
"ENSG00000243423",0,0,0,0,1,1,1,1
"ENSG00000185379",361,273,361,164,330,352,293,239
"ENSG00000253084",0,0,0,0,0,0,0,0
"ENSG00000252328",0,0,0,0,0,0,0,0
"ENSG00000073598",2,3,3,1,4,0,0,2
"ENSG00000073536",404,292,393,130,432,408,326,209
"ENSG00000141161",0,0,0,0,0,0,0,0
"ENSG00000267782",0,0,0,0,0,0,0,0
"ENSG00000266981",0,0,0,0,0,0,0,0
"ENSG00000267744",0,0,0,0,0,0,0,0
"ENSG00000164729",0,0,0,0,0,0,0,0
"ENSG00000266947",14,6,26,6,12,13,16,11
"ENSG00000166750",5450,4278,6097,3200,6551,6500,3710,3905
"ENSG00000267364",6,5,30,9,3,5,10,22
"ENSG00000267271",0,1,0,0,1,0,0,0
"ENSG00000172716",1475,1126,1400,698,1054,1715,898,727
"ENSG00000267315",8,3,0,2,5,3,3,8
"ENSG00000267711",1,4,3,6,3,5,3,2
"ENSG00000267547",9,35,46,23,21,35,10,32
"ENSG00000267745",31,39,61,66,48,106,24,52
"ENSG00000267648",9,11,18,14,8,29,4,9
"ENSG00000267102",42,43,92,83,58,140,40,90
"ENSG00000172123",331,394,493,420,311,705,246,397
"ENSG00000154760",163,118,153,81,105,202,95,89
"ENSG00000267312",2,1,2,0,1,0,1,0
"ENSG00000205045",5,3,6,5,2,4,5,4
"ENSG00000267554",2,0,2,1,0,1,0,0
"ENSG00000267349",0,0,0,0,0,0,0,0
"ENSG00000267046",0,1,0,0,0,0,1,0
"ENSG00000267369",1,0,0,0,0,0,0,0
"ENSG00000267074",1,1,1,0,0,0,0,0
"ENSG00000255987",0,0,0,0,0,0,0,0
"ENSG00000267035",0,0,0,0,0,0,0,0
"ENSG00000236320",0,0,0,1,0,0,0,0
"ENSG00000267359",0,0,0,0,1,0,0,0
"ENSG00000267625",0,0,0,0,0,0,0,0
"ENSG00000242660",8,5,2,2,2,5,2,0
"ENSG00000267321",23,36,25,27,13,21,22,26
"ENSG00000207297",1,0,0,0,0,0,2,0
"ENSG00000108733",266,189,334,152,276,278,240,184
"ENSG00000006125",7177,5362,7781,5109,8105,9420,5580,6656
"ENSG00000267592",0,0,2,0,1,3,0,0
"ENSG00000270647",2363,2690,2869,1841,3099,4268,2051,2172
"ENSG00000270885",76,179,59,130,127,481,67,157
"ENSG00000270765",1,0,1,0,0,8,0,1
"ENSG00000271447",1,16,4,7,1,6,1,4
"ENSG00000271392",0,0,0,0,0,0,0,0
"ENSG00000270806",0,0,0,0,0,0,0,0
"ENSG00000270829",0,0,0,0,0,0,0,0
"ENSG00000270871",9,10,16,13,17,15,17,7
"ENSG00000270894",0,0,2,0,1,0,0,1
"ENSG00000270379",0,0,2,0,2,1,0,0
"ENSG00000271268",2,5,5,1,1,2,3,4
"ENSG00000270240",0,0,0,1,1,1,0,0
"ENSG00000271503",4,2,1,1,4,5,0,1
"ENSG00000271394",0,0,0,0,0,0,0,0
"ENSG00000270977",0,0,0,0,0,0,1,0
"ENSG00000271013",1,0,0,0,0,0,0,0
"ENSG00000278023",1,0,2,1,0,0,0,0
"ENSG00000275722",0,0,0,0,0,0,0,0
"ENSG00000273736",0,0,0,0,0,0,0,0
"ENSG00000275152",0,0,0,0,0,0,0,0
"ENSG00000276409",0,0,0,0,0,0,0,0
"ENSG00000275431",0,0,0,0,0,0,0,0
"ENSG00000275688",0,0,0,0,0,0,0,0
"ENSG00000275718",0,0,0,0,0,0,0,0
"ENSG00000275944",0,0,0,0,0,0,0,0
"ENSG00000278690",0,0,0,0,0,0,0,0
"ENSG00000274736",0,0,0,0,0,0,0,0
"ENSG00000275385",0,0,0,0,0,0,0,1
"ENSG00000277089",0,0,0,0,0,0,0,0
"ENSG00000277632",0,0,0,0,0,0,0,0
"ENSG00000275302",0,0,0,0,0,0,0,0
"ENSG00000276014",0,0,0,0,0,0,0,0
"ENSG00000276241",4,6,8,3,3,3,2,3
"ENSG00000282738",0,0,0,0,0,0,0,0
"ENSG00000274808",97,116,132,59,120,113,96,101
"ENSG00000274767",0,0,0,0,0,0,0,0
"ENSG00000276085",0,0,0,0,0,0,0,0
"ENSG00000276070",0,0,0,0,0,0,0,0
"ENSG00000278097",0,0,1,0,0,0,0,0
"ENSG00000276755",0,0,0,0,0,0,1,0
"ENSG00000278395",0,0,0,0,0,0,0,0
"ENSG00000274933",188,223,264,117,298,234,209,194
"ENSG00000261499",633,511,673,408,611,580,528,587
"ENSG00000265889",0,0,0,0,0,0,0,0
"ENSG00000260287",193,235,278,127,293,241,226,210
"ENSG00000274226",204,241,308,133,313,268,246,222
"ENSG00000277029",0,0,0,0,0,0,0,0
"ENSG00000275954",129,134,197,74,173,150,154,138
"ENSG00000274658",15,21,16,11,9,7,14,12
"ENSG00000273611",331,246,364,211,394,367,281,280
"ENSG00000274164",0,0,0,0,0,0,0,0
"ENSG00000278259",310,339,295,199,398,515,296,310
"ENSG00000277161",72,81,85,73,112,130,82,71
"ENSG00000278311",1330,1279,1772,1055,1706,1920,1154,1467
"ENSG00000274756",3,5,9,1,10,18,6,8
"ENSG00000278535",48,41,30,21,70,57,42,37
"ENSG00000278619",48,59,57,49,51,93,50,76
"ENSG00000275720",0,1,0,1,1,0,2,2
"ENSG00000276508",0,0,0,0,0,0,0,0
"ENSG00000275613",0,0,0,0,0,0,0,0
"ENSG00000277268",0,0,0,0,0,0,0,0
"ENSG00000273706",0,0,0,0,0,1,0,0
"ENSG00000276707",0,0,0,0,0,0,0,0
"ENSG00000275700",711,732,724,548,833,1115,591,687
"ENSG00000277911",0,0,0,0,0,0,0,0
"ENSG00000277589",0,0,0,0,0,2,0,1
"ENSG00000276326",0,0,0,0,0,0,0,0
"ENSG00000277579",0,0,0,0,0,0,0,0
"ENSG00000278638",0,0,2,0,0,0,0,0
"ENSG00000278540",1536,977,1765,785,1400,1842,1064,1155
"ENSG00000274308",1,2,0,0,1,1,0,0
"ENSG00000275029",4,6,6,2,2,6,5,5
"ENSG00000276810",0,0,0,0,0,0,0,0
"ENSG00000278505",0,2,1,0,1,1,1,0
"ENSG00000276054",0,2,2,2,0,2,0,0
"ENSG00000276234",218,209,316,186,295,363,216,229
"ENSG00000273965",0,1,0,0,0,0,0,1
"ENSG00000275839",0,1,0,0,0,0,1,0
"ENSG00000276023",645,717,681,643,568,1021,593,753
"ENSG00000275066",1224,711,1309,560,1537,1211,990,742
"ENSG00000277688",0,0,0,0,0,0,0,0
"ENSG00000278053",566,475,630,355,762,750,469,512
"ENSG00000274620",2,1,3,0,1,3,0,3
"ENSG00000277501",1,1,0,1,2,1,2,1
"ENSG00000274244",0,0,0,0,0,0,0,0
"ENSG00000275410",1,0,1,0,0,2,0,1
"ENSG00000275173",0,0,0,0,0,0,0,0
"ENSG00000276715",0,0,0,1,0,1,0,0
"ENSG00000277341",0,0,0,0,0,0,0,0
"ENSG00000273513",150,190,234,107,280,236,214,203
"ENSG00000277488",0,0,1,1,0,0,0,0
"ENSG00000274512",231,312,370,171,452,369,315,288
"ENSG00000274419",204,246,299,130,334,286,281,251
"ENSG00000278299",210,251,315,146,363,296,286,277
"ENSG00000274615",892,726,963,540,891,810,732,799
"ENSG00000275006",0,0,0,0,0,0,0,0
"ENSG00000278599",185,226,271,116,291,243,228,231
"ENSG00000274663",0,0,1,1,0,0,0,0
"ENSG00000274611",200,230,303,135,327,277,295,286
"ENSG00000274487",1164,953,1265,675,1180,1080,964,1037
"ENSG00000274284",0,0,0,0,0,0,0,0
"ENSG00000278845",697,602,787,481,784,808,555,655
"ENSG00000277399",2,7,2,3,2,6,0,2
"ENSG00000274211",357,337,387,209,371,426,310,363
"ENSG00000275832",2718,2699,3370,2132,2433,3751,2836,3486
"ENSG00000276170",41,21,26,7,6,15,47,41
"ENSG00000277363",0,1,1,1,1,2,0,0
"ENSG00000274996",0,0,0,0,0,0,0,0
"ENSG00000273604",31,47,30,43,23,68,24,40
"ENSG00000275238",0,0,0,0,0,0,0,0
"ENSG00000277969",31,27,20,21,15,22,21,34
"ENSG00000275532",0,2,0,3,6,6,2,4
"ENSG00000275023",2220,2083,2243,1397,2379,3006,2001,2367
"ENSG00000275665",0,0,0,0,0,1,0,0
"ENSG00000273627",0,0,0,0,0,0,0,0
"ENSG00000279119",0,0,0,0,0,0,0,0
"ENSG00000277972",199,251,205,133,232,354,157,222
"ENSG00000276036",0,0,1,0,0,0,0,0
"ENSG00000277258",646,509,907,402,947,879,591,498
"ENSG00000277182",5,1,9,3,12,2,3,8
"ENSG00000277791",873,815,1006,570,1021,1276,653,761
"ENSG00000274607",0,0,0,0,0,0,0,0
"ENSG00000276293",2427,1807,2793,1495,2588,2923,2240,2299
"ENSG00000273559",447,360,448,304,534,534,384,392
"ENSG00000274054",0,0,0,0,0,0,0,0
"ENSG00000275489",0,1,0,0,0,0,0,1
"ENSG00000125691",12814,12116,14130,7347,13875,15998,9684,9391
"ENSG00000252699",0,0,0,0,0,0,0,0
"ENSG00000199293",0,0,0,0,0,0,0,0
"ENSG00000244086",66,55,57,52,41,58,49,47
"ENSG00000002834",6805,6842,8499,6376,7301,13020,6269,8464
"ENSG00000263466",1,0,3,0,2,2,2,2
"ENSG00000277057",0,0,0,0,0,0,0,0
"ENSG00000265784",0,0,0,0,0,0,0,0
"ENSG00000263874",36,34,100,53,49,66,45,54
"ENSG00000204952",0,0,1,1,0,0,0,0
"ENSG00000265428",0,0,0,0,0,0,0,0
"ENSG00000266588",0,0,1,0,1,1,1,1
"ENSG00000277426",0,0,0,0,0,0,0,0
"ENSG00000266013",0,0,0,0,0,0,0,0
"ENSG00000214553",0,1,4,1,2,3,5,1
"ENSG00000266048",0,0,0,0,0,0,0,0
"ENSG00000263818",6,0,8,1,8,2,6,2
"ENSG00000161381",775,152,897,344,1096,538,640,275
"ENSG00000141748",0,0,0,0,0,1,0,0
"ENSG00000280177",0,0,0,0,0,0,0,0
"ENSG00000266101",0,0,0,0,0,0,0,0
"ENSG00000067191",136,128,175,130,152,204,133,145
"ENSG00000108298",20121,18884,22646,10267,20979,24232,14555,14278
"ENSG00000141750",0,0,0,1,0,0,1,1
"ENSG00000265460",0,1,0,0,0,0,0,0
"ENSG00000108306",566,398,603,398,598,536,506,535
"ENSG00000266469",173,161,212,126,207,239,193,174
"ENSG00000125686",1360,1216,1590,825,1592,2025,1247,1297
"ENSG00000167258",1140,987,1424,778,1440,1918,1097,1143
"ENSG00000222777",0,0,0,0,0,0,0,0
"ENSG00000273576",53,30,55,37,51,41,42,36
"ENSG00000171532",0,1,0,0,0,0,1,0
"ENSG00000214546",1,0,2,0,0,0,0,0
"ENSG00000131771",152,21,111,13,49,4,366,35
"ENSG00000131748",800,708,831,516,975,1075,659,647
"ENSG00000173991",8,8,5,5,8,7,5,11
"ENSG00000141744",0,0,0,2,0,0,0,4
"ENSG00000161395",506,374,469,311,402,487,358,361
"ENSG00000141736",1678,1529,2300,1329,1895,2896,1734,2015
"ENSG00000265178",1,1,0,1,0,0,1,0
"ENSG00000141741",379,379,454,318,466,654,331,429
"ENSG00000141738",3,1,8,1,1,1,5,8
"ENSG00000161405",2,1,1,0,0,3,0,0
"ENSG00000264663",0,0,0,0,0,0,0,0
"ENSG00000226117",0,0,0,0,0,0,0,0
"ENSG00000186075",0,0,0,0,0,0,0,0
"ENSG00000073605",177,110,242,127,216,250,190,148
"ENSG00000172057",1577,1334,1977,1172,1538,2181,1548,1583
"ENSG00000264968",0,1,2,0,0,1,1,3
"ENSG00000204913",1,0,0,0,1,0,0,0
"ENSG00000167914",0,0,1,0,0,0,0,0
"ENSG00000108344",1784,1590,2171,1147,2182,2623,1474,1574
"ENSG00000265799",0,0,1,1,0,0,0,0
"ENSG00000108342",1,0,0,0,1,1,0,0
"ENSG00000008838",1228,1001,1321,685,1433,1722,1025,1128
"ENSG00000283721",0,0,0,0,0,0,0,0
"ENSG00000238793",0,2,1,0,0,4,1,1
"ENSG00000126351",1732,1717,1616,1194,1796,2022,1278,1639
"ENSG00000126368",534,273,411,261,585,347,317,316
"ENSG00000279199",7,3,4,4,10,11,8,8
"ENSG00000188895",2286,2069,2467,1634,3042,3266,1964,2247
"ENSG00000108349",2059,1735,2129,1225,2600,2757,1765,1642
"ENSG00000284144",0,0,0,0,0,0,0,0
"ENSG00000108352",58,33,86,23,95,82,58,38
"ENSG00000274621",1,0,0,0,0,1,0,0
"ENSG00000171475",963,901,1173,745,1146,1446,865,992
"ENSG00000094804",36,50,37,16,33,43,22,15
"ENSG00000131759",820,726,792,371,859,720,727,638
"ENSG00000265666",49,23,54,30,29,37,33,54
"ENSG00000278918",3,3,6,7,6,11,7,5
"ENSG00000266208",146,135,217,160,211,235,187,205
"ENSG00000183153",5,1,6,1,1,6,5,3
"ENSG00000264655",0,1,2,0,0,3,0,1
"ENSG00000252618",0,0,0,0,0,0,0,0
"ENSG00000278346",0,0,0,0,0,0,1,0
"ENSG00000131747",339,310,270,134,359,290,285,205
"ENSG00000222881",0,0,0,0,0,1,1,0
"ENSG00000240125",0,0,0,0,2,2,0,0
"ENSG00000141753",60797,51040,69124,32417,172974,175529,55870,41517
"ENSG00000279806",1,0,3,0,0,3,0,0
"ENSG00000131746",1,3,2,0,3,4,3,1
"ENSG00000266088",1,0,0,0,1,0,0,0
"ENSG00000126353",28,18,28,13,36,51,13,21
"ENSG00000279775",0,0,0,0,0,1,0,0
"ENSG00000073584",340,304,427,180,431,377,357,321
"ENSG00000264058",0,0,0,0,0,0,0,0
"ENSG00000278834",1,2,8,2,7,3,7,3
